age,cardmon,cardten,carvalue,commutetime,creddebt,debtinc,ed,equipmon,equipten,hourstv,income,lncreddebt,lninc,lnlongmon,lnlongten,lnothdebt,longmon,longten,othdebt,pets,pets_birds,pets_cats,pets_dogs,pets_freshfish,pets_reptiles,pets_saltfish,pets_small,reside,spoused,tenure,tollmon,tollten,wiremon,wireten,gender_1.0,edcat_2.0,edcat_3.0,edcat_4.0,edcat_5.0,employ_1.0,employ_2.0,employ_3.0,employ_4.0,employ_5.0,employ_6.0,employ_7.0,employ_8.0,employ_9.0,employ_10.0,employ_11.0,employ_12.0,employ_13.0,employ_14.0,employ_15.0,employ_16.0,employ_17.0,employ_18.0,employ_19.0,employ_20.0,employ_21.0,employ_22.0,employ_23.0,employ_24.0,employ_25.0,employ_26.0,employ_27.0,employ_28.0,employ_29.0,employ_30.0,employ_31.0,employ_32.0,employ_33.0,employ_34.0,employ_35.0,employ_36.0,employ_37.0,employ_38.0,employ_39.0,employ_40.0,employ_41.0,employ_42.0,employ_43.0,employ_44.0,employ_45.0,employ_46.0,employ_47.0,employ_48.0,employ_49.0,employ_51.0,employ_52.0,empcat_2.0,empcat_3.0,empcat_4.0,empcat_5.0,retire_1.0,inccat_2.0,inccat_3.0,inccat_4.0,inccat_5.0,jobsat_2.0,jobsat_3.0,jobsat_4.0,jobsat_5.0,homeown_1.0,address_1.0,address_2.0,address_3.0,address_4.0,address_5.0,address_6.0,address_7.0,address_8.0,address_9.0,address_10.0,address_11.0,address_12.0,address_13.0,address_14.0,address_15.0,address_16.0,address_17.0,address_18.0,address_19.0,address_20.0,address_21.0,address_22.0,address_23.0,address_24.0,address_25.0,address_26.0,address_27.0,address_28.0,address_29.0,address_30.0,address_31.0,address_32.0,address_33.0,address_34.0,address_35.0,address_36.0,address_37.0,address_38.0,address_39.0,address_40.0,address_41.0,address_42.0,address_43.0,address_44.0,address_45.0,address_46.0,address_47.0,address_48.0,address_49.0,address_50.0,address_51.0,address_52.0,address_53.0,address_54.0,address_55.0,address_57.0,addresscat_2.0,addresscat_3.0,addresscat_4.0,addresscat_5.0,carown_0.0,carown_1.0,carcatvalue_1.0,carcatvalue_2.0,carcatvalue_3.0,vote_1.0,card_2.0,card_3.0,card_4.0,card_5.0,cardtenure_1.0,cardtenure_2.0,cardtenure_3.0,cardtenure_4.0,cardtenure_5.0,cardtenure_6.0,cardtenure_7.0,cardtenure_8.0,cardtenure_9.0,cardtenure_10.0,cardtenure_11.0,cardtenure_12.0,cardtenure_13.0,cardtenure_14.0,cardtenure_15.0,cardtenure_16.0,cardtenure_17.0,cardtenure_18.0,cardtenure_19.0,cardtenure_20.0,cardtenure_21.0,cardtenure_22.0,cardtenure_23.0,cardtenure_24.0,cardtenure_25.0,cardtenure_26.0,cardtenure_27.0,cardtenure_28.0,cardtenure_29.0,cardtenure_30.0,cardtenure_31.0,cardtenure_32.0,cardtenure_33.0,cardtenure_34.0,cardtenure_35.0,cardtenure_36.0,cardtenure_37.0,cardtenure_38.0,cardtenure_39.0,cardtenure_40.0,cardtenurecat_2.0,cardtenurecat_3.0,cardtenurecat_4.0,cardtenurecat_5.0,card2_2.0,card2_3.0,card2_4.0,card2_5.0,card2tenure_1.0,card2tenure_2.0,card2tenure_3.0,card2tenure_4.0,card2tenure_5.0,card2tenure_6.0,card2tenure_7.0,card2tenure_8.0,card2tenure_9.0,card2tenure_10.0,card2tenure_11.0,card2tenure_12.0,card2tenure_13.0,card2tenure_14.0,card2tenure_15.0,card2tenure_16.0,card2tenure_17.0,card2tenure_18.0,card2tenure_19.0,card2tenure_20.0,card2tenure_21.0,card2tenure_22.0,card2tenure_23.0,card2tenure_24.0,card2tenure_25.0,card2tenure_26.0,card2tenure_27.0,card2tenure_28.0,card2tenure_29.0,card2tenure_30.0,card2tenurecat_2.0,card2tenurecat_3.0,card2tenurecat_4.0,card2tenurecat_5.0,tollfree_1.0,wireless_1.0,internet_1.0,internet_2.0,internet_3.0,internet_4.0,callwait_1.0,confer_1.0,owntv_1.0,ownvcr_1.0,owndvd_1.0,owncd_1.0,ownpda_1.0,ownfax_1.0,pager_1.0,forward_1.0,callid_1.0,agecat_3.0,agecat_4.0,agecat_5.0,agecat_6.0,equip_1.0,multline_1.0,ownpc_1.0,response_03_1.0,region_2.0,region_3.0,region_4.0,region_5.0,news_1.0,spousedcat_1.0,spousedcat_2.0,spousedcat_3.0,spousedcat_4.0,spousedcat_5.0,commutebike_1.0,ownipod_1.0,voice_1.0,callcard_1.0,card2fee_1.0,ln_totalcreditspend
59.0,19.0,840.78,28.0,17.0,1.36,8.6,19.0,31.2,840.78,26.0,47.0,0.31,3.85,2.15,6.1,0.99,8.55,446.55,2.68,7.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6.699549600032134
33.0,0.0,0.0,9.3,28.0,0.13,0.9,8.0,0.0,0.0,27.0,19.0,-0.51,2.94,1.28,3.61,-0.51,3.6,34.0,0.04,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5553480614894135
44.0,7.0,30.0,38.5,25.0,1.25,2.8,10.0,0.0,0.0,21.0,51.25,0.22,4.29,1.91,3.4,-0.0575,6.75,29.9,0.79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0575,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.9560398908449206
58.0,24.5,1087.58,-0.25,16.0,1.92,10.5,18.0,0.0,0.0,21.0,63.0,0.65,4.14,2.49,6.52,1.55,12.1,680.75,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25,58.0,30.75,1087.58,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6.88698097976566
72.0,23.25,1096.7875,9.3,32.0,1.28,9.8,20.0,38.55,1096.7875,24.0,17.0,0.24,2.83,2.63,6.86,0.0,13.9,954.05,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,67.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5.61349300330874
66.0,68.5,2930.9875,11.6,14.0,0.93,9.3,13.0,0.0,0.0,22.0,23.0,0.0,3.14,3.66,7.96,0.19,38.7,2854.9,1.2,9.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,12.0,72.0,27.0,1919.0,43.25,2930.9875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,5.984238502016242
57.0,29.25,1315.0,75.8,19.0,1.8,9.5,17.0,43.15,1543.6000000000001,17.0,171.0,0.59,5.14,1.42,5.37,2.67,4.15,214.85,14.44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,48.0,28.75,1444.65,40.2,1543.6000000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,5.999358309227082
63.0,19.75,1325.0,88.6,29.0,13.11,10.7,14.0,0.0,0.0,24.0,424.0,2.57,6.05,3.55,7.84,3.47,34.8,1628.7875,32.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,70.0,45.25,1628.7875,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,7.166312305106674
28.0,16.5,545.0,-0.3175,30.0,0.19,4.8,11.0,0.0,0.0,16.0,23.0,-0.3175,3.14,1.24,4.7,-0.09,3.45,110.45,0.91,10.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,12.0,34.0,33.0,555.4449999999999,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.321568333845772
78.0,31.75,149.6375,10.8,23.0,0.69,15.2,16.0,24.85,149.6375,22.0,22.0,-0.0925,3.09,1.99,4.45,0.98,7.3,85.6,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0925,14.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.209372711271867
61.0,9.5,480.0,9.4,34.0,1.23,10.1,16.0,0.0,0.0,25.0,35.0,0.21,3.56,2.42,6.34,0.83,11.2,488.09000000000003,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,53.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,6.192546521619673
70.0,15.25,814.3499999999999,15.7,29.0,1.2,9.3,17.0,0.0,0.0,21.0,28.0,0.18,3.33,2.66,6.69,0.34,14.25,805.8,1.41,9.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,17.0,59.0,23.5,814.3499999999999,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.852920612659915
61.0,11.5,526.4625,5.8,25.0,0.57,21.5,14.0,29.1,526.4625,13.0,12.0,-0.1425,2.48,2.12,6.17,0.7,8.35,476.95,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1425,61.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.735474921388691
37.0,10.5,380.0,-0.25,29.0,3.32,15.7,11.0,43.5,1070.875,21.0,29.0,1.2,3.37,2.57,6.22,0.21,13.1,504.45,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25,39.0,28.5,1028.1,31.5,1070.875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,6.613491595164802
39.0,24.5,132.5,49.2,32.0,4.69,11.3,12.0,0.0,0.0,32.0,130.0,1.54,4.87,0.41,2.41,2.3,1.5,11.15,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,14.0,6.0,13.25,93.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4.894101477840304
73.0,10.0,595.0,22.8,27.0,1.16,14.8,14.0,47.15,1892.7374999999997,22.0,69.0,0.15,4.23,3.24,7.36,2.2,25.45,1565.6,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,62.0,17.75,1031.4,53.2,1892.7374999999997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,5.683953847022016
26.0,5.5,145.0,9.8,27.0,1.3,11.7,16.0,27.05,249.21750000000003,17.0,24.0,0.26,3.18,1.76,5.01,0.41,5.8,149.4,1.51,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,17.0,26.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5.5223305396316045
